cardcode;calldate;Result;ShortComment;LongComment;Found;Interest
A.01736;20/11/2020;Παραγγελία;;OK ΠΑΡΑΓΓΕΛΙΑ;;
A.04575;20/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.04780;20/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.04941;20/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.05973;20/11/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΑΤΑΙ ;;
A.07327;20/11/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.01697;20/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.04156;23/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ,;;
A.00359;23/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00441;23/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00469;23/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00468;23/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΕΛΟΣ ΕΒΔΟΜΑΔΑΣ;;
A.00506;23/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΗ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00508;23/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΕΛΟΣ ΕΒΔΟΜΑΔΑΣ;;
A.00541;23/11/2020;Ενημέρωση;;ΤΕΛΟΣ ΕΒΟΜΑΔΑΣ;;
A.00666;23/11/2020;Ενημέρωση;;θα δωσουν οι ιδιοι παραγγελια;;
A.00683;23/11/2020;Ενημέρωση;;;;
A.03477;23/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.04142;23/11/2020;Παραγγελία;;OK ΠΑΡΑΓΓΕΛΙΑ;;
A.04143;23/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.04233;23/11/2020;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΑΝ ΧΡΕΙΑΣΤΕΙ;;
A.04296;23/11/2020;Ενημέρωση;;ΘΑ ΔΩΣΟΥΝ ΠΑΡΑΓΓΕΛΙΑ ΤΕΛΟΣ ΕΒΔΟΜΑΔΑΣ;;
A.06570;24/11/2020;Παραγγελία;;;;
A.01697;24/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.01736;24/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.04575;24/11/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.04780;24/11/2020;Ενημέρωση;;;;
A.07327;24/11/2020;Ενημέρωση;;;;
A.04941;24/11/2020;Ενημέρωση;;;;
A.06570;7/12/2020;Παραγγελία;;;;
A.05761;8/12/2020;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.05761;8/12/2020;Παραγγελία;;;;
C.00989;9/12/2020;Παραγγελία;;;;
C.01934;9/12/2020;Παραγγελία;;;;
A.04521;9/12/2020;Παραγγελία;;;;
C.01938;9/12/2020;Παραγγελία;;;;
A.01065;9/12/2020;Παραγγελία;;;;
C.00541;10/12/2020;Παραγγελία;;;;
C.01918;10/12/2020;Ενημέρωση;Ελλειπε ο υπεύθυνος;;;
C.02044;10/12/2020;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
A.01739;10/12/2020;Παραγγελία;;;;
C.01301;11/12/2020;Παραγγελία;;;;
C.01641;11/12/2020;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ .;;
C.01596;11/12/2020;Παραγγελία;;;;
C.01162;11/12/2020;Παραγγελία;;;;
C.01573;11/12/2020;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
A.00794;11/12/2020;Παραγγελία;;;;
A.01092;11/12/2020;Παραγγελία;;;;
C.00032;14/12/2020;Παραγγελία;;;;
C.01558;15/12/2020;Παραγγελία;;;;
A.01606;15/12/2020;Παραγγελία;;;;
C.01895;15/12/2020;Παραγγελία;;;;
A.04521;17/12/2020;Παραγγελία;;παραγγελισ 1 PMDARK;;
A.00558;17/12/2020;Ενημέρωση;;εδωσε παραγγελια στον πωλητη;;
A.05761;17/12/2020;Ενημέρωση;;παραγγελια αργοτερα;;
A.01247;17/12/2020;Ενημέρωση;;παραγγελια την αλλη εβδομαδα;;
A.00602;17/12/2020;Ενημέρωση;;παραγγελια την α΄΄η εβδομαδα;;
A.06882;17/12/2020;Ενημέρωση;;δεν ενδιαφερεται;;
A.00969;17/12/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.00566;17/12/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ;;
A.06518;17/12/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ ;;
A.01447;17/12/2020;Παραγγελία;;;;
A.03397;17/12/2020;Ενημέρωση;;παραγγελια στον πωλητη;;
C.00541;18/12/2020;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
C.01301;18/12/2020;Αλλο;;ΔΕΝ ΑΠΑΝΤΗΣΕ ΚΑΝΕΙΣ.;;
A.06570;22/12/2020;Παραγγελία;;;;
C.00399;24/12/2020;Παραγγελία;;;;
C.01943;28/12/2020;Παραγγελία;;;;
C.00614;28/12/2020;Παραγγελία;;;;
C.00775;5/1/2021;Παραγγελία;;;;
C.02302;5/1/2021;Παραγγελία;;;;
C.00231;5/1/2021;Παραγγελία;;;;
A.01065;5/1/2021;Ενημέρωση;;παραγγελια την αλλη εβδομαδα;;
C.00528;5/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ.;;
C.00403;5/1/2021;Παραγγελία;;;;
C.01183;5/1/2021;Παραγγελία;;;;
C.01596;5/1/2021;Ενημέρωση;;ΔΕΝ ΒΡΗΚΑ ΚΑΝΕΝΑΝ;;
C.00989;5/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
A.03070;5/1/2021;Παραγγελία;;;;
A.03912;5/1/2021;Παραγγελία;;;;
C.01866;7/1/2021;Παραγγελία;;;;
C.01943;7/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
C.02044;7/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
C.01790;7/1/2021;Παραγγελία;;;;
C.00614;7/1/2021;Παραγγελία;;;;
C.01202;7/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
C.01422;7/1/2021;Αλλο;Ελλειπε ο υπεύθυνος;;;
C.00515;7/1/2021;Ενημέρωση;Ελλειπε ο υπεύθυνος;ΘΑ ΠΑΡΩ ΤΗΛΕΦΩΝΟ ΚΑΙ ΑΥΡΙΟ;;
C.01744;7/1/2021;Παραγγελία;;;;
C.01646;7/1/2021;Αλλο;;ΔΕΝ ΑΝΤΑΠΟΚΡΙΝΕΤΑΙ ΚΑΝΕΙΣ ΣΤΟ ΤΗΛΕΦΩΝΟ;;
C.01910;7/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
C.01920;7/1/2021;Ενημέρωση;;ΕΛΛΕΙΠΕ Ο ΥΠΕΥΘΥΝΟΣ. ΗΤΑΝ ΓΝΩΣΤΟΣ ΕΝΩΣ  ΠΩΛΗΤΗ ΜΑΣ ΠΟΥ ΣΤΑΜΑΤΗΣΕ ΚΑΙ ΕΤΣΙ ΣΤΑΜΑΤΗΣΕ ΚΑΙ Η ΣΥΝΕΡΓΑΣΙΑ ΜΑΣ. ΘΑ ΜΙΛΗΣΩ ΜΕ ΤΟΝ ΥΠΕΥΘΥΝΟ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ ;;
C.01799;7/1/2021;Αλλο;;δεν εχω σωστο τηλεφωνο;;
C.00766;8/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ.;;
C.01641;8/1/2021;Παραγγελία;;;;
C.01934;8/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ.;;
C.01729;8/1/2021;Αλλο;;ΔΕΝ ΒΡΗΚΑ ΚΑΝΕΝΑΝ.;;
C.01301;8/1/2021;Αλλο;;ΔΕΝ ΒΡΗΚΑ ΚΑΝΕΝΑΝ;;
C.00541;8/1/2021;Παραγγελία;;;;
C.01596;8/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
C.01649;8/1/2021;Αλλο;Ελλειπε ο υπεύθυνος;;;
C.01818;8/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ. ΠΡΟΣ ΤΟ ΠΑΡΟΝ ΔΕΝ ΛΕΙΤΟΥΡΓΟΥΝ .;;
C.01844;8/1/2021;Αλλο;Ελλειπε ο υπεύθυνος;;;
C.00043;8/1/2021;Αλλο;;ΠΗΡΑ ΣΤΟ ΤΗΛΕΦΩΝΟ ΠΟΥ ΥΠΑΡΧΕΙ ΑΛΛΑ ΔΕΝ ΒΡΗΚΑ ΚΑΝΕΝΑΝ. ΤΣΕΚΑΡΑ ΤΟ ΑΦΜ ΚΑΙ ΕΙΝΑ ΑΝΕΝΕΡΓΟ.;;
C.01162;8/1/2021;Ενημέρωση;Ελλειπε ο υπεύθυνος;ΕΛΛΕΙΠΕ Ο ΥΠΕΥΘΥΝΟΣ. ΘΑ ΤΟΝ ΕΝΗΜΕΡΩΣΟΥΝ ΚΑΙ ΑΝ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ ΘΑ ΜΑΣ ΚΑΛΕΣΟΥΝ ΟΙ ΙΔΙΟΙ.;;
C.00125;8/1/2021;Αλλο;;ΤΣΕΚΑΡΑ ΤΟ ΑΦΜ ΚΑΙ ΕΙΝΑΙ ΑΝΕΝΕΡΓΟ.;;
A.00468;8/1/2021;Παραγγελία;;;;
C.01301;11/1/2021;Παραγγελία;;;;
C.01972;11/1/2021;Παραγγελία;;;;
C.00032;11/1/2021;Παραγγελία;;;;
C.00017;11/1/2021;Παραγγελία;;;;
A.01447;11/1/2021;Παραγγελία;;;;
A.01293;11/1/2021;Ενημέρωση;;δεν ενδιαφερεται για παραγγελια;;
A.06570;11/1/2021;Ενημέρωση;;παραγγελια την αλλη εβδομαδα;;
A.01251;11/1/2021;Ενημέρωση;;δεν ενδιαφερεται;;
A.05356;11/1/2021;Ενημέρωση;;δεν ενδιαφερεται;;
A.06676;11/1/2021;Ενημέρωση;;δεν ενδιαφερεται;;
A.05463;11/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΕΜΠΟΡΟ;;
A.01393;11/1/2021;Ενημέρωση;Λαθασμένα στοιχεία επικοινωνίας;;;
A.06065;11/1/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.05744;11/1/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03868;11/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΜΟΝΟ ΑΠΟ ΜΑΓΙΑΤΖΗ;;
A.03886;11/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΤΣΑΓΑΛΑ;;
A.03486;11/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΤΣΑΓΑΛΑ;;
A.01444;11/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΣΤΟΝ ΕΜΠΟΡΟ ΠΑΡΑΓΓΕΛΙΑ;;
A.06578;11/1/2021;Ενημέρωση;;ΞΕΝΟΔΟΧΕΙΟ;;
A.03824;11/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.06251;12/1/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
C.00528;12/1/2021;Παραγγελία;;;;
C.02565;12/1/2021;Παραγγελία;;;;
A.00644;13/1/2021;Παραγγελία;;;;
C.00515;13/1/2021;Παραγγελία;;;;
C.02494;13/1/2021;Ενημέρωση;;Δεν θα χρειατεί κάτι.;;
C.00398;13/1/2021;Ενημέρωση;Ελλειπε ο υπεύθυνος;θα πρεπει να καλέσω νωρίς ,7 με 8 το πρωί φεύγει ο ιδιοκτήτης;;
C.02302;13/1/2021;Παραγγελία;;;;
C.01718;13/1/2021;Ενημέρωση;;δεν θα χρειαστεί κάτι;;
C.01910;13/1/2021;Αλλο;;δεν βρήκα κανέναν.;;
C.01844;13/1/2021;Αλλο;;δεν βρήκα κανέναν;;
C.00097;13/1/2021;Αλλο;;δεν βρήκα κανέναν;;
C.00065;13/1/2021;Ενημέρωση;;;;
C.00250;13/1/2021;Ενημέρωση;;ΜΙΛΗΣΑ ΜΕ ΤΟΝ ΙΔΙΟΚΤΗΤΗ. ΝΑ ΞΑΝΑΚΑΛΕΣΩ ΑΡΧΕΣ ΦΕΒΡΟΥΑΡΙΟΥ .;;
C.00544;13/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
C.01921;13/1/2021;Ενημέρωση;Ελλειπε ο υπεύθυνος;;;
A.00360;13/1/2021;Παραγγελία;;οκ παραγγελια;;
A.03001;13/1/2021;Παραγγελία;;;;
A.01092;13/1/2021;Παραγγελία;;;;
A.01065;13/1/2021;Ενημέρωση;;δεν ενδιαφερεται ;;
A.03828;13/1/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.04521;13/1/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΝΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.01114;13/1/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.01924;13/1/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ;;
A.00785;13/1/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.00920;13/1/2021;Ενημέρωση;;;;
A.01070;13/1/2021;Ενημέρωση;;;;
A.03368;13/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΓΙΑ ΟΤΙ ΧΡΕΙΑΖΕΤΑΙ ΣΤΟΝ ΕΜΠΟΡΟ;;
A.01116;13/1/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03780;13/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;;;
A.01067;13/1/2021;Ενημέρωση;;;;
A.00926;13/1/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.06072;13/1/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.06818;13/1/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.05436;13/1/2021;Ενημέρωση;;;;
A.04506;13/1/2021;Ενημέρωση;;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝΝ ΠΩΛΗΤΗ;;
C.00375;14/1/2021;Παραγγελία;;;;
C.00897;14/1/2021;Παραγγελία;;;;
C.00014;14/1/2021;Παραγγελία;;;;
C.00614;14/1/2021;Ενημέρωση;;δεν θα χρειαστεί κάτι;;
C.02365;14/1/2021;Αλλο;;δεν βρηκα κανεναν;;
C.01910;14/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
A.01173;14/1/2021;Ενημέρωση;;παραγγελια την αλλη εβδομαδα;;
A.00594;14/1/2021;Ενημέρωση;;;;
A.03803;14/1/2021;Ενημέρωση;;;;
A.06638;14/1/2021;Ενημέρωση;;μονο καλοκαιρι δουλευουν;;
A.03818;14/1/2021;Ενημέρωση;;εδωσε παραγγελια στον πωλητη;;
A.06614;14/1/2021;Ενημέρωση;;δεν ενδιαφερεται;;
A.03395;14/1/2021;Ενημέρωση;;παραγγελια στον πωλητη;;
A.00947;14/1/2021;Ενημέρωση;;;;
A.00947;14/1/2021;Ενημέρωση;;;;
A.01027;14/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;;;
A.01166;14/1/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
C.01301;15/1/2021;Ενημέρωση;;;;
C.00541;15/1/2021;Ενημέρωση;;δεν θα χρειαστεί κάτι;;
C.00989;15/1/2021;Ενημέρωση;;δεν θα χρειαστεί κάτι;;
C.01729;15/1/2021;Αλλο;;ΔΕΝ ΒΡΗΚΑ ΚΑΝΕΝΑΝ. ΜΑΛΛΟΝ ΚΛΕΙΣΤΟ .;;
C.01162;15/1/2021;Παραγγελία;;;;
C.01263;15/1/2021;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ. ΘΕΛΕΙ ΝΑ ΚΑΛΕΙ Ο ΙΔΙΟΣ.;;
C.01844;15/1/2021;Αλλο;;ΔΕΝ ΜΟΥ ΑΠΑΝΤΟΥΝ ΣΤΟ ΤΗΛΕΦΩΝΟ.;;
C.01934;15/1/2021;Ενημέρωση;;;;
C.01934;15/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ.;;
C.02007;15/1/2021;Αλλο;;ΔΕΝ ΕΧΩ ΣΩΣΤΟ ΝΟΥΜΕΡΟ ΤΗΛΕΦΩΝΟΥ;;
C.02283;15/1/2021;Αλλο;;ΔΕΝ ΒΡΗΚΑ ΚΑΝΕΝΑΝ;;
C.00205;15/1/2021;Αλλο;;ΔΕΝ ΥΠΑΡΧΕΙ ΠΛΕΟΝ ΣΑΝ ΑΦΜ;;
C.00221;15/1/2021;Αλλο;;ΔΕΝ ΥΠΑΡΧΕΙ ΠΛΕΟΝ ΑΥΤΟ ΤΟ ΑΦΜ;;
A.03805;15/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;;;
A.05660;15/1/2021;Ενημέρωση;;;;
A.05344;15/1/2021;Ενημέρωση;;;;
A.04592;15/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;;;
A.03815;15/1/2021;Ενημέρωση;;ΨΩΝΙΖΕΙ ΑΠΟ ΕΜΠΟΡΟ;;
A.04783;15/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΜΑΝΑΣΗ;;
A.03226;15/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΜΑΝΑΣΗΣ;;
A.04515;15/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΨΩΝΙΖΕΙ ΑΠΟ ΚΩΤΣΗ;;
A.04750;15/1/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03764;15/1/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΚΩΤΣΗ;;
A.03765;15/1/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.04690;15/1/2021;Ενημέρωση;;;;
A.04612;15/1/2021;Ενημέρωση;Ανταγωνισμός;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
C.00017;18/1/2021;Παραγγελία;;;;
C.00061;18/1/2021;Παραγγελία;;;;
C.01202;18/1/2021;Παραγγελία;;;;
C.00032;18/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
C.01977;18/1/2021;Αλλο;;ΔΕΝ ΥΦΙΣΤΑΤΑΙ ΤΟ ΑΦΜ;;
C.00258;18/1/2021;Αλλο;;ΔΕΝ ΥΦΙΣΤΑΤΑΙ ΣΑΝ ΑΦΜ;;
C.00293;18/1/2021;Αλλο;;ΔΕΝ ΥΦΙΣΤΑΤΑΙ ΤΟ ΑΦΜ;;
C.00375;19/1/2021;Παραγγελία;;;;
C.01268;19/1/2021;Ενημέρωση;;δεν θα χρειαστει κατι;;
C.01895;19/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
C.01901;19/1/2021;Ενημέρωση;;ΑΝ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ ΘΑ ΜΕ ΠΑΡΕΙ Ο ΙΔΙΟΣ;;
C.02540;19/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΟΥΝ ΑΜΕΣΑ ΚΑΤΙ. ΔΕΝ ΕΧΕΙ ΚΙΝΗΣΗ ΚΑΙ ΤΑ ΣΤΑΜΑΤΗΣΑΝΕ.;;
C.00279;19/1/2021;Αλλο;;ΔΕΝ ΥΦΙΣΤΑΤΑΙ  ΣΑΝ ΑΦΜ.;;
C.00065;19/1/2021;Ενημέρωση;;ΘΕΛΕΙ ΝΑ ΔΕΙ ΚΑΤΑΛΟΓΟ . ΟΥΤΕ ΑΔΙΑΦΟΡΗ ΑΛΛΑ ΟΥΤΕ ΠΟΛΥ ΘΕΤΙΚΗ . ΕΝΗΜΕΡΩΝΩ ΤΟΝ ΠΩΛΗΤΗ ΝΑ ΠΕΡΑΣΕΙ ΑΠΟ ΕΚΕΙ 11.00 ΜΕ 15.00;;
C.00298;19/1/2021;Ενημέρωση;;ΔΕΝ ΥΦΙΣΤΑΤΑΙ ΤΟ ΑΦΜ.;;
C.01558;19/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ.;;
C.00305;19/1/2021;Αλλο;;ΔΕΝ ΥΦΙΣΤΑΤΑΙ ΤΟ ΑΦΜ ;;
C.00316;19/1/2021;Αλλο;;ΔΕΝ ΒΡΗΚΑ ΚΑΝΕΝΑΝ;;
C.00339;19/1/2021;Αλλο;;ΔΕΝ ΥΦΙΣΤΑΤΑΙ ΤΟ ΑΦΜ;;
C.00340;19/1/2021;Ενημέρωση;;ΕΥΓΕΝΕΣΤΑΤΟΣ.  ΘΑ ΗΘΕΛΕ ΝΑ ΠΕΡΑΣΕΙ ΠΩΛΗΤΗΣ ΓΙΑ ΕΝΗΜΕΡΩΣΗ  ;;
C.00528;19/1/2021;Παραγγελία;;;;
C.01183;20/1/2021;Παραγγελία;;ΕΧΕΙ ΠΑΡΑΓΓΕΙΛΕΙ MAMAS ZERO. ΕΝΗΜΕΡΩΣΑ ΝΑ ΚΑΤΑΘΕΣΕΙ ΚΑΙ ΤΟ ΠΟΣΟ.;;
C.01596;20/1/2021;Παραγγελία;;;;
C.00265;20/1/2021;Παραγγελία;;;;
C.01718;20/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ. ;;
C.01987;20/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ.;;
C.02494;20/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ. ΝΑ ΠΑΡΩ ΤΗΛ.ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
C.02302;20/1/2021;Παραγγελία;;;;
C.01921;20/1/2021;Ενημέρωση;;ΜΙΛΗΣΑ ΜΕ ΤΗΝ ΥΠΕΥΘΥΝΗ Κ.ΔΕΣΠΟΙΝΑ. ΕΝΗΜΕΡΩΣΕ ΣΧΕΤΙΚΑ ΤΟΝ Κ.ΠΑΠΑΔΟΠΟΥΛΟ ΚΑΙ ΘΑ ΤΟΥ ΤΟ ΘΥΜΗΣΕΙ ΚΑΙ ΣΗΜΕΡΑ. ΑΦΗΣΑ ΤΑ ΤΗΛΕΦΩΝΑ ,ΚΑΙ ΤΟΥ ΠΩΛΗΤΗ ,ΩΣΤΕ ΝΑ ΕΡΘΕΙ ΣΕ ΕΠΙΚΟΙΝΩΝΙΑ ΜΑΖΙ ΜΑς;;
C.01573;20/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
C.00129;20/1/2021;Αλλο;;ΔΕΝ ΥΦΙΣΤΑΤΑΙ ΤΟ ΑΦΜ.;;
C.00168;20/1/2021;Αλλο;;ΔΕΝ ΥΦΙΣΤΑΤΑΙ ΤΟ ΑΦΜ.;;
C.00171;20/1/2021;Αλλο;;ΔΕΝ ΥΦΙΣΤΑΤΑΙ ΤΟ ΑΦΜ.;;
C.02503;20/1/2021;Παραγγελία;;;;
C.00775;20/1/2021;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;;
A.00969;20/1/2021;Ενημέρωση;;;;
C.00014;21/1/2021;Παραγγελία;;;;
C.01918;21/1/2021;Παραγγελία;;;;
C.01866;21/1/2021;Παραγγελία;;;;
C.01552;21/1/2021;Ενημέρωση;;ΘΕΛΕΙ ΝΑ ΠΕΡΑΣΕΙ Ο ΠΩΛΗΤΗΣ ΝΑ ΔΕΙ ΚΑΙ ΤΟΝ ΚΑΤΑΛΟΓΟ. ΕΑΝ ΠΡΟΚΥΨΕΙ ΣΥΝΕΡΓΑΣΙΑ ΘΑ ΗΘΕΛΕ ΝΑ ΜΙΛΑΕΙ ΜΑΖΙ ΜΟΥ.;;
